Id_studenta;Imie;Nazwisko;Uczelnia;Miejsce_zam;Rok_studiow;Dochod_na_osobe
1540;Barbara;Wolej;Politechnika Królewska;Nysa 72-297;I;1795
1541;Adelajda;Klimczyk;Uniwersytet Królewski;Siemianowice Sl¹skie 09-006;II;1932
1542;Kamil;Baranowski;Politechnika Informatyczno-Elektroniczna;Gieb³o 76-179;I;2743
1543;Dawid;Kruk;Politechnika Królewska;Olkusz 19-255;I;810
1544;Anna;Kowalska;Uniwersytet Królewski;Nysa 72-297;I;1612
1545;Robert;Zalewicz;Politechnika Królewska;Olkusz 19-255;II;784
1546;Rafal;Swiderski;Politechnika Królewska;Katowice 72-241;I;1310
1547;Edyta;Rebajn;Uniwersytet Pedagogiczny;Rybnik 24-983;I;801
1548;Klara;Sokolowska;Politechnika Królewska;Sucha Beskidzka 98-902;V;557
1549;Barbara;Josiak;Uniwersytet Królewski;Jaworzynka 56-921;I;3281
1550;Beata;Walczak;Uniwersytet Królewski;Œwiêtoch³owice 38-932;IV;986
1551;Beata;Rompalska;Uniwersytet Królewski;Katowice 72-241;I;2272
1552;Krystiana;Wolna;Politechnika Informatyczno-Elektroniczna;M³ynarze 72-438;III;2215
1553;Anna;Rozalska;Uniwersytet Królewski;Nysa 72-297;I;471
1554;Czeslaw;Kawa;Politechnika Informatyczno-Elektroniczna;Gliwice 11-608;I;3138
1555;Dorota;Lichwa;Politechnika Królewska;Istebna 22-654;I;1005
1556;Mateusz;Kozlowski;Akademia Sztuk Piêknych;Gorki Male 36-984;I;3332
1557;Mateusz;Ceglarz;Uniwersytet Ekonomiczny;Kêpice 66-251;I;771
1558;Andrzej;Balicki;Politechnika Informatyczno-Elektroniczna;Miko³ajki 83-977;I;2463
1559;Halina;Malewska;Uniwersytet Królewski;Warszawa 83-294;V;2999
1560;Bartosz;Pawlik;Akademia Sztuk Piêknych;Zakopane 00-995;I;2115
1561;Marek;Majcher;Politechnika Informatyczno-Elektroniczna;Gorzów Wielkopolski 78-003;I;3128
1562;Rafal;Wozny;Uniwersytet Królewski;Sobotka 16-386;II;1187
1563;Mieczyslaw;Zuchowski;Politechnika Informatyczno-Elektroniczna;Koniaków 34-607;I;1745
1564;Ziemowit;Szczepanski;Akademia Sztuk Piêknych;¯ywiec 00-137;III;1834
1565;Anna;Pankiewicz;Uniwersytet Królewski;Nowy S¹cz 62-813;I;2463
1566;Zbigniew;Ostrowski;Politechnika Informatyczno-Elektroniczna;Tychy 76-939;II;2095
1567;Daria;Antonkiewicz;Uniwersytet Królewski;Strzelce Opolskie 60-596;I;848
1568;Renata;Chyla;Politechnika Królewska;Myszków 91-786;II;3318
1569;Karina;Urban;Uniwersytet Królewski;Alwernia 27-938;II;1392
1570;Anna;Dudek;Akademia Sztuk Piêknych;¯ywiec 00-137;II;3196
1571;Piotr;Chwalek;Uniwersytet Sportu i Turystyki;Rajcza 18-286;I;982
1572;Zygfryd;Lechowski;Politechnika Informatyczno-Elektroniczna;Kleszczów 18-459;I;2032
1573;Irena;Calka;Uniwersytet Królewski;Bielsk Podlaski 96-087;I;3103
1574;Karol;Wiercioch;Politechnika Informatyczno-Elektroniczna;Bia³a Podlaska 00-425;III;1875
1575;Tomasz;Cwierz;Uniwersytet Królewski;Debrzno 03-065;IV;666
1576;Adam;Kanarek;Uniwersytet Ekonomiczny;Jelenia Góra 14-742;I;1134
1577;Beata;Tyliba;Uniwersytet Królewski;Toruñ 90-535;IV;3223
1578;Ewa;Bartosz;Akademia Sztuk Piêknych;Racibórz 00-355;I;2717
1579;Piotr;Smietanski;Politechnika Informatyczno-Elektroniczna;Jastrzêbie-Zdrój 51-394;IV;3233
1580;Slawomir;Malcharek;Politechnika Informatyczno-Elektroniczna;Olkusz 19-255;II;607
1581;Lechoslaw;Bitwa;Akademia Sztuk Piêknych;Wojkowice 84-273;I;1641
1582;Aleksander;Polak;Politechnika Informatyczno-Elektroniczna;Siewierz 65-885;I;1516
1583;Janusz;Kmicic;Politechnika Informatyczno-Elektroniczna;Bêdzin 69-501;I;1121
1584;Cezar;Pawlak;Politechnika Królewska;Bochnia 89-362;I;1693
1585;Mateusz;Symanski;Politechnika Informatyczno-Elektroniczna;Miko³ów 96-497;V;955
1586;Maria;Kazmierowska;Politechnika Informatyczno-Elektroniczna;Prudnik 09-823;I;859
1587;Mateusz;Szwaja;Uniwersytet Sportu i Turystyki;G³ubczyce 65-458;I;649
1588;Ewa;Laczna;Politechnika Królewska;Prudnik 09-823;V;2539
1589;Irena;Magiera;Politechnika Informatyczno-Elektroniczna;Tarnobrzeg 85-266;I;1898
1590;Pawel;Jakubowski;Uniwersytet Ekonomiczny;LódŸ 92-577;II;1145
1591;Karol;Szymanski;Politechnika Informatyczno-Elektroniczna;Kêpice 66-251;I;2706
1592;Adam;Nieweglowski;Uniwersytet Królewski;S³awków 42-081;I;2497
1593;Leszek;Kieslowski;Uniwersytet Królewski;Ciechanów 37-640;I;1190
1594;Piotr;Bielawa;Politechnika Królewska;Przasnysz 81-084;I;3047
1595;Konstantyn;Sokolowski;Politechnika Królewska;Lublin 79-726;III;1293
1596;Lech;Balickiewicz;Uniwersytet Królewski;Kielce 04-274;I;2987
1597;Marek;Kwolek;Politechnika Informatyczno-Elektroniczna;Ruda Sl¹ska 12-684;I;2982
1598;Anna;Galaszewska;Politechnika Informatyczno-Elektroniczna;Wojkowice 84-273;I;3016
1599;Agnieszka;Garbaczyk;Politechnika Informatyczno-Elektroniczna;Gostyñ 97-023;I;2910
1600;Laura;Cedro;Uniwersytet Królewski;Przemyœl 38-959;I;2764
1601;Rita;Pieczenczyk;Politechnika Informatyczno-Elektroniczna;¯ywiec 00-137;II;2229
1602;Waclawa;Borkowska;Politechnika Królewska;Szczyrk 75-361;I;1683
1603;Adrian;Melnik;Politechnika Informatyczno-Elektroniczna;Ogrodzieniec 82-082;I;424
1604;Anna;Czernicka;Politechnika Informatyczno-Elektroniczna;Hrebenne 37-873;I;2437
1605;Czeslaw;Balonski;Akademia Sztuk Piêknych;Miko³ów 96-497;I;629
1606;Agnieszka;Banczak;Politechnika Królewska;Dêbica 53-306;I;2368
1607;Oskar;Piekarski;Politechnika Królewska;Pilica 15-308;II;401
1608;Wieslaw;Mazurek;Politechnika Królewska;Radom 43-586;II;2574
1609;Walenty;Mondkiewicz;Politechnika Królewska;Nowy S¹cz 62-813;III;1793
1610;Mateusz;Felerski;Uniwersytet Królewski;Gubin 94-706;I;2355
1611;Roza;Zawodna;Uniwersytet Pedagogiczny;Gostyñ 97-023;III;2291
1612;Wladyslawa;Bijak;Politechnika Informatyczno-Elektroniczna;Wadowice 47-222;V;1271
1613;Bozena;Chechelska;Uniwersytet Królewski;Katowice 72-241;I;870
1614;Adam;Sasimski;Uniwersytet Pedagogiczny;Siewierz 65-885;I;2957
1615;Julianna;Abacka;Politechnika Królewska;Julianka 95-306;IV;2583
1616;Krzysztof;Chojnacki;Uniwersytet Królewski;Trzebinia 26-607;I;2422
